Brand,201501,201502,201503,201504,201505,201506,201507,201508,201509,2015010,2015011,2015012
酷比,241.8,312.0,236.6,286.0,247.866666667,270.4,204.533333333,218.4,246.133333333,279.066666667,191.533333333,208.0,
宇龙,160.15,86.05,93.2,75.0,83.45,98.4,104.25,97.75,98.4,82.8,149.1,91.9,
小米,391883.7145,229509.4414,255847.5376,545636.5748,167191.1425,161704.7889,140005.3007,220109.2623,218543.7321,182835.4478,274454.9537,220466.1552,
苹果,57913.8219355,55942.3308387,97768.5341935,53993.8338065,48558.2369032,46411.7909677,62010.7643871,49338.0356129,219259.173677,78253.5716129,58188.7509677,83096.3215484,
诺基亚,11112.1214286,7758.66,7164.15142857,8108.08142857,5754.65428571,6246.79714286,6737.95571429,6075.53142857,6852.13285714,5322.55285714,4569.57428571,7836.41857143,
联想,14628.6128571,15829.4414286,15655.2228571,14633.5342857,12672.8371429,12421.8442857,12496.65,13423.8471429,13524.2442857,13511.4485714,13773.2685714,12014.35,
三星,23586.9062069,22934.0731034,28443.3475862,22110.0703448,19742.5551724,16927.2124138,18408.0289655,20747.6793103,20631.2441379,20219.2427586,14771.6689655,15296.1248276,
派对,232.857142857,255.142857143,310.114285714,174.914285714,172.685714286,317.542857143,251.428571429,192.0,212.8,194.971428571,126.628571429,201.657142857,
宏达,418.0,282.475,319.525,321.475,342.925,362.425,432.625,552.55,1967.275,625.675,274.675,394.6,
华为,103490.999375,86224.7975,87519.9875,94533.60125,70240.79375,79872.77,76047.1625,70678.52,85563.21125,79431.04625,124649.766875,74531.110625,
欧珀,72.52,88.12,61.08,149.48,80.32,86.04,158.84,94.36,72.52,64.2,73.04,67.32,
海信,1757.2,1781.98666667,1553.18666667,1593.22666667,1598.94666667,2086.1,1671.4,1727.64666667,2230.05333333,2160.46,2093.72666667,1454.99333333,
奥洛斯,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,
EMULATIONAL,
微软,14951.3383051,7292.61966102,12788.1735593,7678.04542373,7416.11525424,7293.61559322,39897.4481356,19485.8176271,9666.9220339,22823.1864407,10541.3505085,10570.2325424,
